order_id,order_date,customer_id,city,region,product,category,quantity,unit_price,discount_pct,gross_amount,net_amount,order_month,order_size
102167,2025-07-19,CUST00367,Luxor,Unknown,Headphones,Electronics,7,1674.0,5,11718.0,11132.1,2025-07,Large
102168,2025-02-04,CUST00368,Port Said,Unknown,Monitor,Electronics,8,8648.0,10,69184.0,62265.6,2025-02,Large
102169,2025-09-17,CUST00369,Cairo,Greater Cairo,Printer,Office Equipment,9,6460.0,15,58140.0,49419.0,2025-09,Large
102170,2025-04-02,CUST00370,Giza,Greater Cairo,Notebook Pack,Stationery,10,230.4,20,2304.0,1843.2,2025-04,Medium
102171,2025-11-15,CUST00371,Alexandria,Coastal,Laptop,Electronics,11,27645.0,0,304095.0,304095.0,2025-11,Large
102172,2025-06-28,CUST00372,Mansoura,Delta,Smartphone,Electronics,12,14210.0,5,170520.0,161994.0,2025-06,Large
102173,2025-01-13,CUST00373,Tanta,Unknown,Wireless Mouse,Accessories,1,445.5,0,445.5,445.5,2025-01,Small
102174,2025-08-26,CUST00374,Aswan,Unknown,Keyboard,Accessories,2,850.0,15,1700.0,1445.0,2025-08,Medium
102175,2025-03-11,CUST00375,Luxor,Unknown,Office Chair,Furniture,3,5252.0,20,15756.0,12604.8,2025-03,Large
102176,2025-10-24,CUST00376,Port Said,Unknown,Desk,Furniture,4,7548.0,0,30192.0,30192.0,2025-10,Large
102177,2025-05-09,CUST00377,Cairo,Greater Cairo,Headphones,Electronics,5,1854.0,5,9270.0,8806.5,2025-05,Medium
102178,2025-12-22,CUST00378,Giza,Greater Cairo,Monitor,Electronics,6,9568.0,10,57408.0,51667.2,2025-12,Large
102179,2025-07-07,CUST00379,Alexandria,Coastal,Printer,Office Equipment,7,7140.0,15,49980.0,42483.0,2025-07,Large
102180,2025-02-20,CUST00380,Mansoura,Delta,Notebook Pack,Stationery,8,254.4,20,2035.2,1628.16,2025-02,Medium
102181,2025-09-05,CUST00381,Tanta,Unknown,Laptop,Electronics,9,30495.0,0,274455.0,274455.0,2025-09,Large
102182,2025-04-18,CUST00382,Aswan,Unknown,Smartphone,Electronics,10,15660.0,5,156600.0,148770.0,2025-04,Large
102183,2025-11-03,CUST00383,Luxor,Unknown,Wireless Mouse,Accessories,11,490.5,10,5395.5,4855.95,2025-11,Medium
102184,2025-06-16,CUST00384,Port Said,Unknown,Keyboard,Accessories,12,935.0,15,11220.0,9537.0,2025-06,Medium
102185,2025-01-01,CUST00385,Cairo,Greater Cairo,Office Chair,Furniture,1,4680.0,20,4680.0,3744.0,2025-01,Medium
102186,2025-08-14,CUST00386,Giza,Greater Cairo,Desk,Furniture,2,6734.0,0,13468.0,13468.0,2025-08,Large
102187,2025-03-27,CUST00387,Alexandria,Coastal,Headphones,Electronics,3,1656.0,5,4968.0,4719.6,2025-03,Medium
102188,2025-10-12,CUST00388,Mansoura,Delta,Monitor,Electronics,4,8556.0,10,34224.0,30801.6,2025-10,Large
102189,2025-05-25,CUST00389,Tanta,Unknown,Printer,Office Equipment,5,6392.0,15,31960.0,27166.0,2025-05,Large
102190,2025-12-10,CUST00390,Aswan,Unknown,Notebook Pack,Stationery,6,228.0,20,1368.0,1094.4,2025-12,Medium
102191,2025-07-23,CUST00391,Luxor,Unknown,Laptop,Electronics,7,27360.0,0,191520.0,191520.0,2025-07,Large
102192,2025-02-08,CUST00392,Port Said,Unknown,Smartphone,Electronics,8,14065.0,5,112520.0,106894.0,2025-02,Large
102193,2025-09-21,CUST00393,Cairo,Greater Cairo,Wireless Mouse,Accessories,9,441.0,10,3969.0,3572.1,2025-09,Medium
102194,2025-04-06,CUST00394,Giza,Greater Cairo,Keyboard,Accessories,10,841.5,15,8415.0,7152.75,2025-04,Medium
102195,2025-11-19,CUST00395,Alexandria,Coastal,Office Chair,Furniture,11,5200.0,20,57200.0,45760.0,2025-11,Large
102196,2025-06-04,CUST00396,Mansoura,Delta,Desk,Furniture,12,7474.0,0,89688.0,89688.0,2025-06,Large
102197,2025-01-17,CUST00397,Tanta,Unknown,Headphones,Electronics,1,1836.0,5,1836.0,1744.2,2025-01,Medium
102198,2025-08-02,CUST00398,Aswan,Unknown,Monitor,Electronics,2,9476.0,10,18952.0,17056.8,2025-08,Large
102199,2025-03-15,CUST00399,Luxor,Unknown,Printer,Office Equipment,3,7072.0,15,21216.0,18033.6,2025-03,Large
102200,2025-10-28,CUST00400,Port Said,Unknown,Notebook Pack,Stationery,4,252.0,20,1008.0,806.4,2025-10,Small
102201,2025-05-13,CUST00401,Cairo,Greater Cairo,Laptop,Electronics,5,30210.0,0,151050.0,151050.0,2025-05,Large
102202,2025-12-26,CUST00402,Giza,Greater Cairo,Smartphone,Electronics,6,15515.0,5,93090.0,88435.5,2025-12,Large
102203,2025-07-11,CUST00403,Alexandria,Coastal,Wireless Mouse,Accessories,7,486.0,10,3402.0,3061.8,2025-07,Medium
102204,2025-02-24,CUST00404,Mansoura,Delta,Keyboard,Accessories,8,926.5,15,7412.0,6300.2,2025-02,Medium
102205,2025-09-09,CUST00405,Tanta,Unknown,Office Chair,Furniture,9,5720.0,20,51480.0,41184.0,2025-09,Large
102206,2025-04-22,CUST00406,Aswan,Unknown,Desk,Furniture,10,6660.0,0,66600.0,66600.0,2025-04,Large
102207,2025-11-07,CUST00407,Luxor,Unknown,Headphones,Electronics,11,1638.0,5,18018.0,17117.1,2025-11,Large
102208,2025-06-20,CUST00408,Port Said,Unknown,Monitor,Electronics,12,8464.0,10,101568.0,91411.2,2025-06,Large
102209,2025-01-05,CUST00409,Cairo,Greater Cairo,Printer,Office Equipment,1,6324.0,15,6324.0,5375.4,2025-01,Medium
102210,2025-08-18,CUST00410,Giza,Greater Cairo,Notebook Pack,Stationery,2,225.6,20,451.2,360.96,2025-08,Small
102211,2025-03-03,CUST00411,Alexandria,Coastal,Laptop,Electronics,3,27075.0,0,81225.0,81225.0,2025-03,Large
102212,2025-10-16,CUST00412,Mansoura,Delta,Smartphone,Electronics,4,13920.0,5,55680.0,52896.0,2025-10,Large
102213,2025-05-01,CUST00413,Tanta,Unknown,Wireless Mouse,Accessories,5,436.5,10,2182.5,1964.25,2025-05,Medium
102214,2025-12-14,CUST00414,Aswan,Unknown,Keyboard,Accessories,6,833.0,15,4998.0,4248.3,2025-12,Medium
102215,2025-07-27,CUST00415,Luxor,Unknown,Office Chair,Furniture,7,5148.0,20,36036.0,28828.8,2025-07,Large
102216,2025-02-12,CUST00416,Port Said,Unknown,Desk,Furniture,8,7400.0,0,59200.0,59200.0,2025-02,Large
102217,2025-09-25,CUST00417,Cairo,Greater Cairo,Headphones,Electronics,9,1818.0,5,16362.0,15543.9,2025-09,Large
102218,2025-04-10,CUST00418,Giza,Greater Cairo,Monitor,Electronics,10,9384.0,10,93840.0,84456.0,2025-04,Large
102219,2025-11-23,CUST00419,Alexandria,Coastal,Printer,Office Equipment,11,7004.0,15,77044.0,65487.4,2025-11,Large
102220,2025-06-08,CUST00420,Mansoura,Delta,Notebook Pack,Stationery,12,249.6,20,2995.2,2396.16,2025-06,Medium
102221,2025-01-21,CUST00421,Tanta,Unknown,Laptop,Electronics,1,29925.0,0,29925.0,29925.0,2025-01,Large
102222,2025-08-06,CUST00422,Aswan,Unknown,Smartphone,Electronics,2,15370.0,5,30740.0,29203.0,2025-08,Large
102223,2025-03-19,CUST00423,Luxor,Unknown,Wireless Mouse,Accessories,3,481.5,10,1444.5,1300.05,2025-03,Medium
102224,2025-10-04,CUST00424,Port Said,Unknown,Keyboard,Accessories,4,918.0,15,3672.0,3121.2,2025-10,Medium
102225,2025-05-17,CUST00425,Cairo,Greater Cairo,Office Chair,Furniture,5,5668.0,20,28340.0,22672.0,2025-05,Large
102226,2025-12-02,CUST00426,Giza,Greater Cairo,Desk,Furniture,6,8140.0,0,48840.0,48840.0,2025-12,Large
102227,2025-07-15,CUST00427,Alexandria,Coastal,Headphones,Electronics,7,1620.0,5,11340.0,10773.0,2025-07,Large
102228,2025-02-28,CUST00428,Mansoura,Delta,Monitor,Electronics,8,8372.0,10,66976.0,60278.4,2025-02,Large
102229,2025-09-13,CUST00429,Tanta,Unknown,Printer,Office Equipment,9,6256.0,15,56304.0,47858.4,2025-09,Large
102230,2025-04-26,CUST00430,Aswan,Unknown,Notebook Pack,Stationery,10,223.2,20,2232.0,1785.6,2025-04,Medium
102231,2025-11-11,CUST00431,Luxor,Unknown,Laptop,Electronics,11,26790.0,0,294690.0,294690.0,2025-11,Large
102232,2025-06-24,CUST00432,Unknown,Unknown,Smartphone,Electronics,12,13775.0,5,165300.0,157035.0,2025-06,Large
102233,2025-01-09,CUST00433,Cairo,Greater Cairo,Wireless Mouse,Accessories,1,432.0,10,432.0,388.8,2025-01,Small
102234,2025-08-22,CUST00434,Giza,Greater Cairo,Keyboard,Accessories,2,824.5,15,1649.0,1401.65,2025-08,Medium
102235,2025-03-07,CUST00435,Alexandria,Coastal,Office Chair,Furniture,3,5096.0,20,15288.0,12230.4,2025-03,Large
102236,2025-10-20,CUST00436,Mansoura,Delta,Desk,Furniture,4,7326.0,0,29304.0,29304.0,2025-10,Large
102237,2025-05-05,CUST00437,Tanta,Unknown,Headphones,Electronics,5,1800.0,5,9000.0,8550.0,2025-05,Medium
102238,2025-12-18,CUST00438,Aswan,Unknown,Monitor,Electronics,6,9292.0,10,55752.0,50176.8,2025-12,Large
102239,2025-07-03,CUST00439,Luxor,Unknown,Printer,Office Equipment,7,6936.0,15,48552.0,41269.2,2025-07,Large
102240,2025-02-16,CUST00440,Port Said,Unknown,Notebook Pack,Stationery,8,247.2,20,1977.6,1582.08,2025-02,Medium
102241,2025-09-01,CUST00441,Cairo,Greater Cairo,Laptop,Electronics,9,29640.0,0,266760.0,266760.0,2025-09,Large
102242,2025-04-14,CUST00442,Giza,Greater Cairo,Smartphone,Electronics,10,15225.0,5,152250.0,144637.5,2025-04,Large
102243,2025-11-27,CUST00443,Alexandria,Coastal,Wireless Mouse,Accessories,11,477.0,10,5247.0,4722.3,2025-11,Medium
102244,2025-06-12,CUST00444,Mansoura,Delta,Keyboard,Accessories,12,909.5,15,10914.0,9276.9,2025-06,Medium
102245,2025-01-25,CUST00445,Tanta,Unknown,Office Chair,Furniture,1,5616.0,20,5616.0,4492.8,2025-01,Medium
102246,2025-08-10,CUST00446,Aswan,Unknown,Desk,Furniture,2,8066.0,0,16132.0,16132.0,2025-08,Large
102247,2025-03-23,CUST00447,Luxor,Unknown,Headphones,Electronics,3,1980.0,5,5940.0,5643.0,2025-03,Medium
102248,2025-10-08,CUST00448,Port Said,Unknown,Monitor,Electronics,4,8280.0,10,33120.0,29808.0,2025-10,Large
102249,2025-05-21,CUST00449,Cairo,Greater Cairo,Printer,Office Equipment,5,6188.0,15,30940.0,26299.0,2025-05,Large
102250,2025-12-06,CUST00450,Giza,Greater Cairo,Notebook Pack,Stationery,6,220.8,20,1324.8,1059.84,2025-12,Medium
102251,2025-07-19,CUST00451,Alexandria,Coastal,Laptop,Electronics,7,26505.0,0,185535.0,185535.0,2025-07,Large
102252,2025-02-04,CUST00452,Mansoura,Delta,Smartphone,Electronics,8,13630.0,5,109040.0,103588.0,2025-02,Large
102253,2025-09-17,CUST00453,Tanta,Unknown,Wireless Mouse,Accessories,9,427.5,10,3847.5,3462.75,2025-09,Medium
102254,2025-04-02,CUST00454,Aswan,Unknown,Keyboard,Accessories,10,816.0,15,8160.0,6936.0,2025-04,Medium
102255,2025-11-15,CUST00455,Luxor,Unknown,Office Chair,Furniture,11,5044.0,20,55484.0,44387.2,2025-11,Large
102256,2025-06-28,CUST00456,Port Said,Unknown,Desk,Furniture,12,7252.0,0,87024.0,87024.0,2025-06,Large
102257,2025-01-13,CUST00457,Cairo,Greater Cairo,Headphones,Electronics,1,1782.0,5,1782.0,1692.9,2025-01,Medium
102258,2025-08-26,CUST00458,Giza,Greater Cairo,Monitor,Electronics,2,9200.0,10,18400.0,16560.0,2025-08,Large
102259,2025-03-11,CUST00459,Alexandria,Coastal,Printer,Office Equipment,3,6868.0,15,20604.0,17513.4,2025-03,Large
102260,2025-10-24,CUST00460,Mansoura,Delta,Notebook Pack,Stationery,4,244.8,20,979.2,783.36,2025-10,Small
102261,2025-05-09,CUST00461,Tanta,Unknown,Laptop,Electronics,5,29355.0,0,146775.0,146775.0,2025-05,Large
102262,2025-12-22,CUST00462,Aswan,Unknown,Smartphone,Electronics,6,15080.0,5,90480.0,85956.0,2025-12,Large
102263,2025-07-07,CUST00463,Luxor,Unknown,Wireless Mouse,Accessories,7,472.5,10,3307.5,2976.75,2025-07,Medium
102264,2025-02-20,CUST00464,Port Said,Unknown,Keyboard,Accessories,8,901.0,15,7208.0,6126.8,2025-02,Medium
102265,2025-09-05,CUST00465,Cairo,Greater Cairo,Office Chair,Furniture,9,5564.0,20,50076.0,40060.8,2025-09,Large
102266,2025-04-18,CUST00466,Giza,Greater Cairo,Desk,Furniture,10,7992.0,0,79920.0,79920.0,2025-04,Large
102267,2025-11-03,CUST00467,Alexandria,Coastal,Headphones,Electronics,11,1962.0,5,21582.0,20502.9,2025-11,Large
102268,2025-06-16,CUST00468,Mansoura,Delta,Monitor,Electronics,12,10120.0,10,121440.0,109296.0,2025-06,Large
102269,2025-01-01,CUST00469,Tanta,Unknown,Printer,Office Equipment,1,6120.0,15,6120.0,5202.0,2025-01,Medium
102270,2025-08-14,CUST00470,Aswan,Unknown,Notebook Pack,Stationery,2,218.4,20,436.8,349.44,2025-08,Small
102271,2025-03-27,CUST00471,Luxor,Unknown,Laptop,Electronics,3,26220.0,0,78660.0,78660.0,2025-03,Large
102272,2025-10-12,CUST00472,Port Said,Unknown,Smartphone,Electronics,4,13485.0,5,53940.0,51243.0,2025-10,Large
102273,2025-05-25,CUST00473,Cairo,Greater Cairo,Wireless Mouse,Accessories,5,423.0,10,2115.0,1903.5,2025-05,Medium
102274,2025-12-10,CUST00474,Giza,Greater Cairo,Keyboard,Accessories,6,807.5,15,4845.0,4118.25,2025-12,Medium
102275,2025-07-23,CUST00475,Alexandria,Coastal,Office Chair,Furniture,7,4992.0,20,34944.0,27955.2,2025-07,Large
102276,2025-02-08,CUST00476,Mansoura,Delta,Desk,Furniture,8,7178.0,0,57424.0,57424.0,2025-02,Large
102277,2025-09-21,CUST00477,Tanta,Unknown,Headphones,Electronics,9,1764.0,5,15876.0,15082.2,2025-09,Large
102278,2025-04-06,CUST00478,Aswan,Unknown,Monitor,Electronics,10,9108.0,10,91080.0,81972.0,2025-04,Large
102279,2025-11-19,CUST00479,Luxor,Unknown,Printer,Office Equipment,11,6800.0,15,74800.0,63580.0,2025-11,Large
102280,2025-06-04,CUST00480,Port Said,Unknown,Notebook Pack,Stationery,12,242.4,20,2908.8,2327.04,2025-06,Medium
102281,2025-01-17,CUST00481,Cairo,Greater Cairo,Laptop,Electronics,1,29070.0,0,29070.0,29070.0,2025-01,Large
102282,2025-08-02,CUST00482,Giza,Greater Cairo,Smartphone,Electronics,2,14935.0,5,29870.0,28376.5,2025-08,Large
102283,2025-03-15,CUST00483,Alexandria,Coastal,Wireless Mouse,Accessories,3,468.0,10,1404.0,1263.6,2025-03,Medium
102284,2025-10-28,CUST00484,Mansoura,Delta,Keyboard,Accessories,4,892.5,15,3570.0,3034.5,2025-10,Medium
102285,2025-05-13,CUST00485,Tanta,Unknown,Office Chair,Furniture,5,5512.0,20,27560.0,22048.0,2025-05,Large
102286,2025-12-26,CUST00486,Aswan,Unknown,Desk,Furniture,6,7918.0,0,47508.0,47508.0,2025-12,Large
102287,2025-07-11,CUST00487,Luxor,Unknown,Headphones,Electronics,7,1944.0,5,13608.0,12927.6,2025-07,Large
102288,2025-02-24,CUST00488,Port Said,Unknown,Monitor,Electronics,8,10028.0,10,80224.0,72201.6,2025-02,Large
102289,2025-09-09,CUST00489,Cairo,Greater Cairo,Printer,Office Equipment,9,7480.0,15,67320.0,57222.0,2025-09,Large
102290,2025-04-22,CUST00490,Giza,Greater Cairo,Notebook Pack,Stationery,10,216.0,20,2160.0,1728.0,2025-04,Medium
102291,2025-11-07,CUST00491,Alexandria,Coastal,Laptop,Electronics,11,25935.0,0,285285.0,285285.0,2025-11,Large
102292,2025-06-20,CUST00492,Mansoura,Delta,Smartphone,Electronics,12,13340.0,5,160080.0,152076.0,2025-06,Large
102293,2025-01-05,CUST00493,Tanta,Unknown,Wireless Mouse,Accessories,1,418.5,10,418.5,376.65,2025-01,Small
102294,2025-08-18,CUST00494,Aswan,Unknown,Keyboard,Accessories,2,799.0,15,1598.0,1358.3,2025-08,Medium
102295,2025-03-03,CUST00495,Luxor,Unknown,Office Chair,Furniture,3,4940.0,20,14820.0,11856.0,2025-03,Large
102296,2025-10-16,CUST00496,Port Said,Unknown,Desk,Furniture,4,7104.0,0,28416.0,28416.0,2025-10,Large
102297,2025-05-01,CUST00497,Cairo,Greater Cairo,Headphones,Electronics,5,1746.0,5,8730.0,8293.5,2025-05,Medium
102298,2025-12-14,CUST00498,Giza,Greater Cairo,Monitor,Electronics,6,9016.0,10,54096.0,48686.4,2025-12,Large
102299,2025-07-27,CUST00499,Alexandria,Coastal,Printer,Office Equipment,7,6732.0,15,47124.0,40055.4,2025-07,Large
102300,2025-02-12,CUST00500,Mansoura,Delta,Notebook Pack,Stationery,8,240.0,20,1920.0,1536.0,2025-02,Medium
102301,2025-09-25,CUST00501,Tanta,Unknown,Laptop,Electronics,9,28785.0,0,259065.0,259065.0,2025-09,Large
102302,2025-04-10,CUST00502,Aswan,Unknown,Smartphone,Electronics,10,14790.0,5,147900.0,140505.0,2025-04,Large
102303,2025-11-23,CUST00503,Luxor,Unknown,Wireless Mouse,Accessories,11,463.5,10,5098.5,4588.65,2025-11,Medium
102304,2025-06-08,CUST00504,Port Said,Unknown,Keyboard,Accessories,12,884.0,15,10608.0,9016.8,2025-06,Medium
102305,2025-01-21,CUST00505,Cairo,Greater Cairo,Office Chair,Furniture,1,5460.0,20,5460.0,4368.0,2025-01,Medium
102306,2025-08-06,CUST00506,Giza,Greater Cairo,Desk,Furniture,2,7844.0,0,15688.0,15688.0,2025-08,Large
102307,2025-03-19,CUST00507,Alexandria,Coastal,Headphones,Electronics,3,1926.0,5,5778.0,5489.1,2025-03,Medium
102308,2025-10-04,CUST00508,Mansoura,Delta,Monitor,Electronics,4,9936.0,10,39744.0,35769.6,2025-10,Large
102309,2025-05-17,CUST00509,Tanta,Unknown,Printer,Office Equipment,5,7412.0,15,37060.0,31501.0,2025-05,Large
102310,2025-12-02,CUST00510,Aswan,Unknown,Notebook Pack,Stationery,6,264.0,20,1584.0,1267.2,2025-12,Medium
102311,2025-07-15,CUST00511,Luxor,Unknown,Laptop,Electronics,7,25650.0,0,179550.0,179550.0,2025-07,Large
102312,2025-02-28,CUST00512,Port Said,Unknown,Smartphone,Electronics,8,13195.0,5,105560.0,100282.0,2025-02,Large
102313,2025-09-13,CUST00513,Cairo,Greater Cairo,Wireless Mouse,Accessories,9,414.0,10,3726.0,3353.4,2025-09,Medium
102314,2025-04-26,CUST00514,Giza,Greater Cairo,Keyboard,Accessories,10,790.5,15,7905.0,6719.25,2025-04,Medium
102315,2025-11-11,CUST00515,Alexandria,Coastal,Office Chair,Furniture,11,4888.0,20,53768.0,43014.4,2025-11,Large
102316,2025-06-24,CUST00516,Mansoura,Delta,Desk,Furniture,12,7030.0,0,84360.0,84360.0,2025-06,Large
102317,2025-01-09,CUST00517,Tanta,Unknown,Headphones,Electronics,1,1728.0,5,1728.0,1641.6,2025-01,Medium
102318,2025-08-22,CUST00518,Aswan,Unknown,Monitor,Electronics,2,8924.0,10,17848.0,16063.2,2025-08,Large
102319,2025-03-07,CUST00519,Luxor,Unknown,Printer,Office Equipment,3,6664.0,15,19992.0,16993.2,2025-03,Large
102320,2025-10-20,CUST00520,Port Said,Unknown,Notebook Pack,Stationery,4,237.6,20,950.4,760.32,2025-10,Small
102321,2025-05-05,CUST00521,Cairo,Greater Cairo,Laptop,Electronics,5,28500.0,0,142500.0,142500.0,2025-05,Large
102322,2025-12-18,CUST00522,Giza,Greater Cairo,Smartphone,Electronics,6,14645.0,5,87870.0,83476.5,2025-12,Large
102323,2025-07-03,CUST00523,Alexandria,Coastal,Wireless Mouse,Accessories,7,459.0,10,3213.0,2891.7,2025-07,Medium
102324,2025-02-16,CUST00524,Mansoura,Delta,Keyboard,Accessories,8,875.5,15,7004.0,5953.4,2025-02,Medium
102325,2025-09-01,CUST00525,Tanta,Unknown,Office Chair,Furniture,9,5408.0,20,48672.0,38937.6,2025-09,Large
102326,2025-04-14,CUST00526,Aswan,Unknown,Desk,Furniture,10,7770.0,0,77700.0,77700.0,2025-04,Large
102327,2025-11-27,CUST00527,Luxor,Unknown,Headphones,Electronics,11,1908.0,5,20988.0,19938.6,2025-11,Large
102328,2025-06-12,CUST00528,Port Said,Unknown,Monitor,Electronics,12,9844.0,10,118128.0,106315.2,2025-06,Large
102329,2025-01-25,CUST00529,Unknown,Unknown,Printer,Office Equipment,1,7344.0,15,7344.0,6242.4,2025-01,Medium
102330,2025-08-10,CUST00530,Giza,Greater Cairo,Notebook Pack,Stationery,2,261.6,20,523.2,418.56,2025-08,Small
102331,2025-03-23,CUST00531,Alexandria,Coastal,Laptop,Electronics,3,31350.0,0,94050.0,94050.0,2025-03,Large
102332,2025-10-08,CUST00532,Mansoura,Delta,Smartphone,Electronics,4,13050.0,5,52200.0,49590.0,2025-10,Large
102333,2025-05-21,CUST00533,Tanta,Unknown,Wireless Mouse,Accessories,5,409.5,10,2047.5,1842.75,2025-05,Medium
102334,2025-12-06,CUST00534,Aswan,Unknown,Keyboard,Accessories,6,782.0,15,4692.0,3988.2,2025-12,Medium
102335,2025-07-19,CUST00535,Luxor,Unknown,Office Chair,Furniture,7,4836.0,20,33852.0,27081.6,2025-07,Large
102336,2025-02-04,CUST00536,Port Said,Unknown,Desk,Furniture,8,6956.0,0,55648.0,55648.0,2025-02,Large
102337,2025-09-17,CUST00537,Cairo,Greater Cairo,Headphones,Electronics,9,1710.0,5,15390.0,14620.5,2025-09,Large
102338,2025-04-02,CUST00538,Giza,Greater Cairo,Monitor,Electronics,10,8832.0,10,88320.0,79488.0,2025-04,Large
102339,2025-11-15,CUST00539,Alexandria,Coastal,Printer,Office Equipment,11,6596.0,15,72556.0,61672.6,2025-11,Large
102340,2025-06-28,CUST00540,Mansoura,Delta,Notebook Pack,Stationery,12,235.2,20,2822.4,2257.92,2025-06,Medium
102341,2025-01-13,CUST00541,Tanta,Unknown,Laptop,Electronics,1,28215.0,0,28215.0,28215.0,2025-01,Large
102342,2025-08-26,CUST00542,Aswan,Unknown,Smartphone,Electronics,2,14500.0,5,29000.0,27550.0,2025-08,Large
102343,2025-03-11,CUST00543,Luxor,Unknown,Wireless Mouse,Accessories,3,454.5,10,1363.5,1227.15,2025-03,Medium
102344,2025-10-24,CUST00544,Port Said,Unknown,Keyboard,Accessories,4,867.0,15,3468.0,2947.8,2025-10,Medium
102345,2025-05-09,CUST00545,Cairo,Greater Cairo,Office Chair,Furniture,5,5356.0,20,26780.0,21424.0,2025-05,Large
102346,2025-12-22,CUST00546,Giza,Greater Cairo,Desk,Furniture,6,7696.0,0,46176.0,46176.0,2025-12,Large
102347,2025-07-07,CUST00547,Alexandria,Coastal,Headphones,Electronics,7,1890.0,5,13230.0,12568.5,2025-07,Large
102348,2025-02-20,CUST00548,Mansoura,Delta,Monitor,Electronics,8,9752.0,10,78016.0,70214.4,2025-02,Large
102349,2025-09-05,CUST00549,Tanta,Unknown,Printer,Office Equipment,9,7276.0,15,65484.0,55661.4,2025-09,Large
102350,2025-04-18,CUST00550,Aswan,Unknown,Notebook Pack,Stationery,10,259.2,20,2592.0,2073.6,2025-04,Medium
102351,2025-11-03,CUST00551,Luxor,Unknown,Laptop,Electronics,11,31065.0,0,341715.0,341715.0,2025-11,Large
102352,2025-06-16,CUST00552,Port Said,Unknown,Smartphone,Electronics,12,15950.0,5,191400.0,181830.0,2025-06,Large
102353,2025-01-01,CUST00553,Cairo,Greater Cairo,Wireless Mouse,Accessories,1,405.0,10,405.0,364.5,2025-01,Small
102354,2025-08-14,CUST00554,Giza,Greater Cairo,Keyboard,Accessories,2,773.5,0,1547.0,1547.0,2025-08,Medium
102355,2025-03-27,CUST00555,Alexandria,Coastal,Office Chair,Furniture,3,4784.0,20,14352.0,11481.6,2025-03,Large
102356,2025-10-12,CUST00556,Mansoura,Delta,Desk,Furniture,4,6882.0,0,27528.0,27528.0,2025-10,Large
102357,2025-05-25,CUST00557,Tanta,Unknown,Headphones,Electronics,5,1692.0,5,8460.0,8037.0,2025-05,Medium
102358,2025-12-10,CUST00558,Aswan,Unknown,Monitor,Electronics,6,8740.0,10,52440.0,47196.0,2025-12,Large
102359,2025-07-23,CUST00559,Luxor,Unknown,Printer,Office Equipment,7,6528.0,15,45696.0,38841.6,2025-07,Large
102360,2025-02-08,CUST00560,Port Said,Unknown,Notebook Pack,Stationery,8,232.8,20,1862.4,1489.92,2025-02,Medium
102361,2025-09-21,CUST00561,Cairo,Greater Cairo,Laptop,Electronics,9,27930.0,0,251370.0,251370.0,2025-09,Large
102362,2025-04-06,CUST00562,Giza,Greater Cairo,Smartphone,Electronics,10,14355.0,5,143550.0,136372.5,2025-04,Large
102363,2025-11-19,CUST00563,Alexandria,Coastal,Wireless Mouse,Accessories,11,450.0,10,4950.0,4455.0,2025-11,Medium
102364,2025-06-04,CUST00564,Mansoura,Delta,Keyboard,Accessories,12,858.5,15,10302.0,8756.7,2025-06,Medium
102365,2025-01-17,CUST00565,Tanta,Unknown,Office Chair,Furniture,1,5304.0,20,5304.0,4243.2,2025-01,Medium
102366,2025-08-02,CUST00566,Aswan,Unknown,Desk,Furniture,2,7622.0,0,15244.0,15244.0,2025-08,Large
102367,2025-03-15,CUST00567,Luxor,Unknown,Headphones,Electronics,3,1872.0,5,5616.0,5335.2,2025-03,Medium
102368,2025-10-28,CUST00568,Port Said,Unknown,Monitor,Electronics,4,9660.0,10,38640.0,34776.0,2025-10,Large
102369,2025-05-13,CUST00569,Cairo,Greater Cairo,Printer,Office Equipment,5,7208.0,15,36040.0,30634.0,2025-05,Large
102370,2025-12-26,CUST00570,Giza,Greater Cairo,Notebook Pack,Stationery,6,256.8,20,1540.8,1232.64,2025-12,Medium
102371,2025-07-11,CUST00571,Alexandria,Coastal,Laptop,Electronics,7,30780.0,0,215460.0,215460.0,2025-07,Large
102372,2025-02-24,CUST00572,Mansoura,Delta,Smartphone,Electronics,8,15805.0,5,126440.0,120118.0,2025-02,Large
102373,2025-09-09,CUST00573,Tanta,Unknown,Wireless Mouse,Accessories,9,495.0,10,4455.0,4009.5,2025-09,Medium
102374,2025-04-22,CUST00574,Aswan,Unknown,Keyboard,Accessories,10,765.0,15,7650.0,6502.5,2025-04,Medium
102375,2025-11-07,CUST00575,Luxor,Unknown,Office Chair,Furniture,11,4732.0,20,52052.0,41641.6,2025-11,Large
102376,2025-06-20,CUST00576,Port Said,Unknown,Desk,Furniture,12,6808.0,0,81696.0,81696.0,2025-06,Large
102377,2025-01-05,CUST00577,Cairo,Greater Cairo,Headphones,Electronics,1,1674.0,5,1674.0,1590.3,2025-01,Medium
102378,2025-08-18,CUST00578,Giza,Greater Cairo,Monitor,Electronics,2,8648.0,10,17296.0,15566.4,2025-08,Large
102379,2025-03-03,CUST00579,Alexandria,Coastal,Printer,Office Equipment,3,6460.0,15,19380.0,16473.0,2025-03,Large
102380,2025-10-16,CUST00580,Mansoura,Delta,Notebook Pack,Stationery,4,230.4,20,921.6,737.28,2025-10,Small
102381,2025-05-01,CUST00581,Tanta,Unknown,Laptop,Electronics,5,27645.0,0,138225.0,138225.0,2025-05,Large
